Data e ora,Temp. [°C],Prec. [mm],Data,Ora
13.01.2019 20:50,8.7,0.0,13.01.2019,20:50
13.01.2019 21:00,9.0,0.0,13.01.2019,21:00
13.01.2019 21:10,8.5,0.0,13.01.2019,21:10
13.01.2019 21:20,8.6,0.0,13.01.2019,21:20
13.01.2019 21:30,8.8,0.0,13.01.2019,21:30
13.01.2019 21:40,9.6,0.0,13.01.2019,21:40
13.01.2019 21:50,9.3,0.0,13.01.2019,21:50
13.01.2019 22:00,9.1,0.0,13.01.2019,22:00
13.01.2019 22:10,9.6,0.0,13.01.2019,22:10
13.01.2019 22:20,8.8,0.0,13.01.2019,22:20
13.01.2019 22:30,8.4,0.0,13.01.2019,22:30
13.01.2019 22:40,8.2,0.0,13.01.2019,22:40
13.01.2019 22:50,8.4,0.0,13.01.2019,22:50
13.01.2019 23:00,11.3,0.0,13.01.2019,23:00
13.01.2019 23:10,11.1,0.0,13.01.2019,23:10
13.01.2019 23:20,10.9,0.0,13.01.2019,23:20
13.01.2019 23:30,11.1,0.0,13.01.2019,23:30
13.01.2019 23:40,10.5,0.0,13.01.2019,23:40
13.01.2019 23:50,10.2,0.0,13.01.2019,23:50
14.01.2019 00:00,9.7,0.0,14.01.2019,00:00
14.01.2019 00:10,10.0,0.0,14.01.2019,00:10
14.01.2019 00:20,9.7,0.0,14.01.2019,00:20
14.01.2019 00:30,8.3,0.0,14.01.2019,00:30
14.01.2019 00:40,9.4,0.0,14.01.2019,00:40
14.01.2019 00:50,9.0,0.0,14.01.2019,00:50
14.01.2019 01:00,8.8,0.0,14.01.2019,01:00
14.01.2019 01:10,8.9,0.0,14.01.2019,01:10
14.01.2019 01:20,9.8,0.0,14.01.2019,01:20
14.01.2019 01:30,8.6,0.0,14.01.2019,01:30
14.01.2019 01:40,10.1,0.0,14.01.2019,01:40
14.01.2019 01:50,10.5,0.0,14.01.2019,01:50
14.01.2019 02:00,10.7,0.0,14.01.2019,02:00
14.01.2019 02:10,10.5,0.0,14.01.2019,02:10
14.01.2019 02:20,10.8,0.0,14.01.2019,02:20
14.01.2019 02:30,10.4,0.0,14.01.2019,02:30
14.01.2019 02:40,9.9,0.0,14.01.2019,02:40
14.01.2019 02:50,10.1,0.0,14.01.2019,02:50
14.01.2019 03:00,10.1,0.0,14.01.2019,03:00
14.01.2019 03:10,10.2,0.0,14.01.2019,03:10
14.01.2019 03:20,9.8,0.0,14.01.2019,03:20
14.01.2019 03:30,9.8,0.0,14.01.2019,03:30
14.01.2019 03:40,9.5,0.0,14.01.2019,03:40
14.01.2019 03:50,9.8,0.0,14.01.2019,03:50
14.01.2019 04:00,10.0,0.0,14.01.2019,04:00
14.01.2019 04:10,9.7,0.0,14.01.2019,04:10
14.01.2019 04:20,10.4,0.0,14.01.2019,04:20
14.01.2019 04:30,10.4,0.0,14.01.2019,04:30
14.01.2019 04:40,10.8,0.0,14.01.2019,04:40
14.01.2019 04:50,9.8,0.0,14.01.2019,04:50
14.01.2019 05:00,10.0,0.0,14.01.2019,05:00
14.01.2019 05:10,10.1,0.0,14.01.2019,05:10
14.01.2019 05:20,9.9,0.0,14.01.2019,05:20
14.01.2019 05:30,10.5,0.0,14.01.2019,05:30
14.01.2019 05:40,10.4,0.0,14.01.2019,05:40
14.01.2019 05:50,10.5,0.0,14.01.2019,05:50
14.01.2019 06:00,10.1,0.0,14.01.2019,06:00
14.01.2019 06:10,9.2,0.0,14.01.2019,06:10
14.01.2019 06:20,8.9,0.1,14.01.2019,06:20
14.01.2019 06:30,8.5,0.0,14.01.2019,06:30
14.01.2019 06:40,8.3,0.0,14.01.2019,06:40
14.01.2019 06:50,8.0,0.0,14.01.2019,06:50
14.01.2019 07:00,7.9,0.0,14.01.2019,07:00
14.01.2019 07:10,8.0,0.0,14.01.2019,07:10
14.01.2019 07:20,8.3,0.0,14.01.2019,07:20
14.01.2019 07:30,9.1,0.0,14.01.2019,07:30
14.01.2019 07:40,9.0,0.0,14.01.2019,07:40
14.01.2019 07:50,9.1,0.0,14.01.2019,07:50
14.01.2019 08:00,9.3,0.0,14.01.2019,08:00
14.01.2019 08:10,9.3,0.0,14.01.2019,08:10
14.01.2019 08:20,9.3,0.0,14.01.2019,08:20
14.01.2019 08:30,9.4,0.0,14.01.2019,08:30
14.01.2019 08:40,9.3,0.0,14.01.2019,08:40
14.01.2019 08:50,9.8,0.0,14.01.2019,08:50
14.01.2019 09:00,10.1,0.0,14.01.2019,09:00
14.01.2019 09:10,10.3,0.0,14.01.2019,09:10
14.01.2019 09:20,10.7,0.0,14.01.2019,09:20
14.01.2019 09:30,10.7,0.0,14.01.2019,09:30
14.01.2019 09:40,10.9,0.0,14.01.2019,09:40
14.01.2019 09:50,11.1,0.0,14.01.2019,09:50
14.01.2019 10:00,11.4,0.0,14.01.2019,10:00
14.01.2019 10:10,11.4,0.0,14.01.2019,10:10
14.01.2019 10:20,11.6,0.0,14.01.2019,10:20
14.01.2019 10:30,11.7,0.0,14.01.2019,10:30
14.01.2019 10:40,12.3,0.0,14.01.2019,10:40
14.01.2019 10:50,12.5,0.0,14.01.2019,10:50
14.01.2019 11:00,12.5,0.0,14.01.2019,11:00
14.01.2019 11:10,12.6,0.0,14.01.2019,11:10
14.01.2019 11:20,12.9,0.0,14.01.2019,11:20
14.01.2019 11:30,13.2,0.0,14.01.2019,11:30
14.01.2019 11:40,12.9,0.0,14.01.2019,11:40
14.01.2019 11:50,12.8,0.0,14.01.2019,11:50
14.01.2019 12:00,12.9,0.0,14.01.2019,12:00
14.01.2019 12:10,13.2,0.0,14.01.2019,12:10
14.01.2019 12:20,13.1,0.0,14.01.2019,12:20
14.01.2019 12:30,12.9,0.0,14.01.2019,12:30
14.01.2019 12:40,13.2,0.0,14.01.2019,12:40
14.01.2019 12:50,13.2,0.0,14.01.2019,12:50
14.01.2019 13:00,13.2,0.0,14.01.2019,13:00
14.01.2019 13:10,12.9,0.0,14.01.2019,13:10
14.01.2019 13:20,12.7,0.0,14.01.2019,13:20
14.01.2019 13:30,12.5,0.0,14.01.2019,13:30
14.01.2019 13:40,12.5,0.0,14.01.2019,13:40
14.01.2019 13:50,12.5,0.0,14.01.2019,13:50
14.01.2019 14:00,12.5,0.0,14.01.2019,14:00
14.01.2019 14:10,12.5,0.0,14.01.2019,14:10
14.01.2019 14:20,12.4,0.0,14.01.2019,14:20
14.01.2019 14:30,12.4,0.0,14.01.2019,14:30
14.01.2019 14:40,12.1,0.0,14.01.2019,14:40
14.01.2019 14:50,11.8,0.0,14.01.2019,14:50
14.01.2019 15:00,11.9,0.0,14.01.2019,15:00
14.01.2019 15:10,11.6,0.0,14.01.2019,15:10
14.01.2019 15:20,11.5,0.0,14.01.2019,15:20
14.01.2019 15:30,11.3,0.0,14.01.2019,15:30
14.01.2019 15:40,11.0,0.0,14.01.2019,15:40
14.01.2019 15:50,10.5,0.0,14.01.2019,15:50
14.01.2019 16:00,10.0,0.0,14.01.2019,16:00
14.01.2019 16:10,10.0,0.0,14.01.2019,16:10
14.01.2019 16:20,9.7,0.0,14.01.2019,16:20
14.01.2019 16:30,9.6,0.0,14.01.2019,16:30
14.01.2019 16:40,9.8,0.0,14.01.2019,16:40
14.01.2019 16:50,9.0,0.0,14.01.2019,16:50
14.01.2019 17:00,9.1,0.0,14.01.2019,17:00
14.01.2019 17:10,9.3,0.0,14.01.2019,17:10
14.01.2019 17:20,8.9,0.0,14.01.2019,17:20
14.01.2019 17:30,9.0,0.0,14.01.2019,17:30
14.01.2019 17:40,9.2,0.0,14.01.2019,17:40
14.01.2019 17:50,9.4,0.0,14.01.2019,17:50
14.01.2019 18:00,9.5,0.0,14.01.2019,18:00
14.01.2019 18:10,9.4,0.0,14.01.2019,18:10
14.01.2019 18:20,9.2,0.0,14.01.2019,18:20
14.01.2019 18:30,9.2,0.0,14.01.2019,18:30
14.01.2019 18:40,9.0,0.0,14.01.2019,18:40
14.01.2019 18:50,8.8,0.0,14.01.2019,18:50
14.01.2019 19:00,8.7,0.0,14.01.2019,19:00
14.01.2019 19:10,8.5,0.0,14.01.2019,19:10
14.01.2019 19:20,7.8,0.0,14.01.2019,19:20
14.01.2019 19:30,8.3,0.0,14.01.2019,19:30
14.01.2019 19:40,7.9,0.0,14.01.2019,19:40
14.01.2019 19:50,8.1,0.0,14.01.2019,19:50
14.01.2019 20:00,7.9,0.0,14.01.2019,20:00
14.01.2019 20:10,7.8,0.0,14.01.2019,20:10
14.01.2019 20:20,7.7,0.0,14.01.2019,20:20
14.01.2019 20:30,8.2,0.0,14.01.2019,20:30
14.01.2019 20:40,7.8,0.0,14.01.2019,20:40
14.01.2019 20:50,7.2,0.0,14.01.2019,20:50
14.01.2019 21:00,7.3,0.0,14.01.2019,21:00
14.01.2019 21:10,6.5,0.0,14.01.2019,21:10
14.01.2019 21:20,6.3,0.0,14.01.2019,21:20
14.01.2019 21:30,6.3,0.0,14.01.2019,21:30
14.01.2019 21:40,6.2,0.0,14.01.2019,21:40
14.01.2019 21:50,6.5,0.0,14.01.2019,21:50
14.01.2019 22:00,6.7,0.0,14.01.2019,22:00
14.01.2019 22:10,7.2,0.0,14.01.2019,22:10
14.01.2019 22:20,7.3,0.0,14.01.2019,22:20
14.01.2019 22:30,7.5,0.0,14.01.2019,22:30
14.01.2019 22:40,7.3,0.0,14.01.2019,22:40
14.01.2019 22:50,7.5,0.0,14.01.2019,22:50
14.01.2019 23:00,7.6,0.0,14.01.2019,23:00
14.01.2019 23:10,7.6,0.0,14.01.2019,23:10
14.01.2019 23:20,7.4,0.0,14.01.2019,23:20
14.01.2019 23:30,7.2,0.0,14.01.2019,23:30
14.01.2019 23:40,7.6,0.0,14.01.2019,23:40
14.01.2019 23:50,7.5,0.0,14.01.2019,23:50
15.01.2019 00:00,7.6,0.0,15.01.2019,00:00
15.01.2019 00:10,7.8,0.0,15.01.2019,00:10
15.01.2019 00:20,8.1,0.0,15.01.2019,00:20
15.01.2019 00:30,8.3,0.0,15.01.2019,00:30
15.01.2019 00:40,8.3,0.0,15.01.2019,00:40
15.01.2019 00:50,8.6,0.0,15.01.2019,00:50
15.01.2019 01:00,8.6,0.0,15.01.2019,01:00
15.01.2019 01:10,8.2,0.0,15.01.2019,01:10
15.01.2019 01:20,8.5,0.0,15.01.2019,01:20
15.01.2019 01:30,8.1,0.0,15.01.2019,01:30
15.01.2019 01:40,8.3,0.0,15.01.2019,01:40
15.01.2019 01:50,8.9,0.0,15.01.2019,01:50
15.01.2019 02:00,9.0,0.0,15.01.2019,02:00
15.01.2019 02:10,9.4,0.0,15.01.2019,02:10
15.01.2019 02:20,8.8,0.0,15.01.2019,02:20
15.01.2019 02:30,9.2,0.0,15.01.2019,02:30
15.01.2019 02:40,8.9,0.0,15.01.2019,02:40
15.01.2019 02:50,8.9,0.0,15.01.2019,02:50
15.01.2019 03:00,9.0,0.0,15.01.2019,03:00
15.01.2019 03:10,8.6,0.0,15.01.2019,03:10
15.01.2019 03:20,8.9,0.0,15.01.2019,03:20
15.01.2019 03:30,9.0,0.0,15.01.2019,03:30
15.01.2019 03:40,8.9,0.0,15.01.2019,03:40
15.01.2019 03:50,9.9,0.0,15.01.2019,03:50
15.01.2019 04:00,8.9,0.0,15.01.2019,04:00
15.01.2019 04:10,9.6,0.0,15.01.2019,04:10
15.01.2019 04:20,9.4,0.0,15.01.2019,04:20
15.01.2019 04:30,9.5,0.0,15.01.2019,04:30
15.01.2019 04:40,9.7,0.0,15.01.2019,04:40
15.01.2019 04:50,9.8,0.0,15.01.2019,04:50
15.01.2019 05:00,9.2,0.0,15.01.2019,05:00
15.01.2019 05:10,9.0,0.0,15.01.2019,05:10
15.01.2019 05:20,9.5,0.0,15.01.2019,05:20
15.01.2019 05:30,10.0,0.0,15.01.2019,05:30
15.01.2019 05:40,8.8,0.0,15.01.2019,05:40
15.01.2019 05:50,8.8,0.0,15.01.2019,05:50
15.01.2019 06:00,9.0,0.0,15.01.2019,06:00
15.01.2019 06:10,8.6,0.0,15.01.2019,06:10
15.01.2019 06:20,8.8,0.0,15.01.2019,06:20
15.01.2019 06:30,8.9,0.0,15.01.2019,06:30
15.01.2019 06:40,8.8,0.0,15.01.2019,06:40
15.01.2019 06:50,8.3,0.0,15.01.2019,06:50
15.01.2019 07:00,8.9,0.0,15.01.2019,07:00
15.01.2019 07:10,8.2,0.0,15.01.2019,07:10
15.01.2019 07:20,7.2,0.0,15.01.2019,07:20
15.01.2019 07:30,7.4,0.0,15.01.2019,07:30
15.01.2019 07:40,8.0,0.0,15.01.2019,07:40
15.01.2019 07:50,7.3,0.0,15.01.2019,07:50
15.01.2019 08:00,6.8,0.0,15.01.2019,08:00
15.01.2019 08:10,6.8,0.0,15.01.2019,08:10
15.01.2019 08:20,6.8,0.0,15.01.2019,08:20
15.01.2019 08:30,6.7,0.0,15.01.2019,08:30
15.01.2019 08:40,7.2,0.0,15.01.2019,08:40
15.01.2019 08:50,6.7,0.0,15.01.2019,08:50
15.01.2019 09:00,7.3,0.0,15.01.2019,09:00
15.01.2019 09:10,8.0,0.0,15.01.2019,09:10
15.01.2019 09:20,8.4,0.0,15.01.2019,09:20
15.01.2019 09:30,9.3,0.0,15.01.2019,09:30
15.01.2019 09:40,9.1,0.0,15.01.2019,09:40
15.01.2019 09:50,9.3,0.0,15.01.2019,09:50
15.01.2019 10:00,9.3,0.0,15.01.2019,10:00
15.01.2019 10:10,9.8,0.0,15.01.2019,10:10
15.01.2019 10:20,9.9,0.0,15.01.2019,10:20
15.01.2019 10:30,9.2,0.0,15.01.2019,10:30
15.01.2019 10:40,9.9,0.0,15.01.2019,10:40
15.01.2019 10:50,9.7,0.0,15.01.2019,10:50
15.01.2019 11:00,9.7,0.0,15.01.2019,11:00
15.01.2019 11:10,9.7,0.0,15.01.2019,11:10
15.01.2019 11:20,9.6,0.0,15.01.2019,11:20
15.01.2019 11:30,9.3,0.0,15.01.2019,11:30
15.01.2019 11:40,9.4,0.0,15.01.2019,11:40
15.01.2019 11:50,9.9,0.0,15.01.2019,11:50
15.01.2019 12:00,9.9,0.0,15.01.2019,12:00
15.01.2019 12:10,10.6,0.0,15.01.2019,12:10
15.01.2019 12:20,11.1,0.0,15.01.2019,12:20
15.01.2019 12:30,10.3,0.0,15.01.2019,12:30
15.01.2019 12:40,10.0,0.0,15.01.2019,12:40
15.01.2019 12:50,9.5,0.0,15.01.2019,12:50
15.01.2019 13:00,11.2,0.0,15.01.2019,13:00
15.01.2019 13:10,9.6,0.0,15.01.2019,13:10
15.01.2019 13:20,10.6,0.0,15.01.2019,13:20
15.01.2019 13:30,11.2,0.0,15.01.2019,13:30
15.01.2019 13:40,11.0,0.0,15.01.2019,13:40
15.01.2019 13:50,11.6,0.0,15.01.2019,13:50
15.01.2019 14:00,11.5,0.0,15.01.2019,14:00
15.01.2019 14:10,9.8,0.0,15.01.2019,14:10
15.01.2019 14:20,10.0,0.0,15.01.2019,14:20
15.01.2019 14:30,10.0,0.0,15.01.2019,14:30
15.01.2019 14:40,10.3,0.0,15.01.2019,14:40
15.01.2019 14:50,9.9,0.0,15.01.2019,14:50
15.01.2019 15:00,10.2,0.0,15.01.2019,15:00
15.01.2019 15:10,10.0,0.0,15.01.2019,15:10
15.01.2019 15:20,10.8,0.0,15.01.2019,15:20
15.01.2019 15:30,10.8,0.0,15.01.2019,15:30
15.01.2019 15:40,10.5,0.0,15.01.2019,15:40
15.01.2019 15:50,11.1,0.0,15.01.2019,15:50
15.01.2019 16:00,10.0,0.0,15.01.2019,16:00
15.01.2019 16:10,10.2,0.0,15.01.2019,16:10
15.01.2019 16:20,10.1,0.0,15.01.2019,16:20
15.01.2019 16:30,9.6,0.0,15.01.2019,16:30
15.01.2019 16:40,9.5,0.0,15.01.2019,16:40
15.01.2019 16:50,9.3,0.0,15.01.2019,16:50
15.01.2019 17:00,8.7,0.0,15.01.2019,17:00
15.01.2019 17:10,8.6,0.0,15.01.2019,17:10
15.01.2019 17:20,8.4,0.0,15.01.2019,17:20
15.01.2019 17:30,8.0,0.0,15.01.2019,17:30
15.01.2019 17:40,7.7,0.0,15.01.2019,17:40
15.01.2019 17:50,7.4,0.0,15.01.2019,17:50
15.01.2019 18:00,7.0,0.0,15.01.2019,18:00
15.01.2019 18:10,6.4,0.0,15.01.2019,18:10
15.01.2019 18:20,6.8,0.0,15.01.2019,18:20
15.01.2019 18:30,6.6,0.0,15.01.2019,18:30
15.01.2019 18:40,6.5,0.0,15.01.2019,18:40
15.01.2019 18:50,6.1,0.0,15.01.2019,18:50
15.01.2019 19:00,5.9,0.0,15.01.2019,19:00
15.01.2019 19:10,5.9,0.0,15.01.2019,19:10
15.01.2019 19:20,6.1,0.0,15.01.2019,19:20
15.01.2019 19:30,6.1,0.0,15.01.2019,19:30
15.01.2019 19:40,5.5,0.0,15.01.2019,19:40
15.01.2019 19:50,5.6,0.0,15.01.2019,19:50
15.01.2019 20:00,5.7,0.0,15.01.2019,20:00
15.01.2019 20:10,5.2,0.0,15.01.2019,20:10
15.01.2019 20:20,4.9,0.0,15.01.2019,20:20
15.01.2019 20:30,4.8,0.0,15.01.2019,20:30
15.01.2019 20:40,5.0,0.0,15.01.2019,20:40
15.01.2019 20:50,5.0,0.0,15.01.2019,20:50
15.01.2019 21:00,4.3,0.0,15.01.2019,21:00
15.01.2019 21:10,4.3,0.0,15.01.2019,21:10
15.01.2019 21:20,5.2,0.0,15.01.2019,21:20
15.01.2019 21:30,4.6,0.0,15.01.2019,21:30
15.01.2019 21:40,4.4,0.0,15.01.2019,21:40
15.01.2019 21:50,4.1,0.0,15.01.2019,21:50
15.01.2019 22:00,4.1,0.0,15.01.2019,22:00
15.01.2019 22:10,4.1,0.0,15.01.2019,22:10
15.01.2019 22:20,4.4,0.0,15.01.2019,22:20
15.01.2019 22:30,3.8,0.0,15.01.2019,22:30
15.01.2019 22:40,4.1,0.0,15.01.2019,22:40
15.01.2019 22:50,3.9,0.0,15.01.2019,22:50
15.01.2019 23:00,4.2,0.0,15.01.2019,23:00
15.01.2019 23:10,3.5,0.0,15.01.2019,23:10
15.01.2019 23:20,3.5,0.0,15.01.2019,23:20
15.01.2019 23:30,3.1,0.0,15.01.2019,23:30
15.01.2019 23:40,3.3,0.0,15.01.2019,23:40
15.01.2019 23:50,3.3,0.0,15.01.2019,23:50
16.01.2019 00:00,2.8,0.0,16.01.2019,00:00
16.01.2019 00:10,2.8,0.0,16.01.2019,00:10
16.01.2019 00:20,2.6,0.0,16.01.2019,00:20
16.01.2019 00:30,3.3,0.0,16.01.2019,00:30
16.01.2019 00:40,2.8,0.0,16.01.2019,00:40
16.01.2019 00:50,2.7,0.0,16.01.2019,00:50
16.01.2019 01:00,2.4,0.0,16.01.2019,01:00
16.01.2019 01:10,2.7,0.0,16.01.2019,01:10
16.01.2019 01:20,2.8,0.0,16.01.2019,01:20
16.01.2019 01:30,2.9,0.0,16.01.2019,01:30
16.01.2019 01:40,2.6,0.0,16.01.2019,01:40
16.01.2019 01:50,2.0,0.0,16.01.2019,01:50
16.01.2019 02:00,2.5,0.0,16.01.2019,02:00
16.01.2019 02:10,1.8,0.0,16.01.2019,02:10
16.01.2019 02:20,2.2,0.0,16.01.2019,02:20
16.01.2019 02:30,2.8,0.0,16.01.2019,02:30
16.01.2019 02:40,2.3,0.0,16.01.2019,02:40
16.01.2019 02:50,2.7,0.0,16.01.2019,02:50
16.01.2019 03:00,1.9,0.0,16.01.2019,03:00
16.01.2019 03:10,1.7,0.0,16.01.2019,03:10
16.01.2019 03:20,1.7,0.0,16.01.2019,03:20
16.01.2019 03:30,2.1,0.0,16.01.2019,03:30
16.01.2019 03:40,2.0,0.0,16.01.2019,03:40
16.01.2019 03:50,2.1,0.0,16.01.2019,03:50
16.01.2019 04:00,1.9,0.0,16.01.2019,04:00
16.01.2019 04:10,1.4,0.0,16.01.2019,04:10
16.01.2019 04:20,2.0,0.0,16.01.2019,04:20
16.01.2019 04:30,2.0,0.0,16.01.2019,04:30
16.01.2019 04:40,1.8,0.0,16.01.2019,04:40
16.01.2019 04:50,1.8,0.0,16.01.2019,04:50
16.01.2019 05:00,1.6,0.0,16.01.2019,05:00
16.01.2019 05:10,1.5,0.0,16.01.2019,05:10
16.01.2019 05:20,1.9,0.0,16.01.2019,05:20
16.01.2019 05:30,1.8,0.0,16.01.2019,05:30
16.01.2019 05:40,1.8,0.0,16.01.2019,05:40
16.01.2019 05:50,1.5,0.0,16.01.2019,05:50
16.01.2019 06:00,1.4,0.0,16.01.2019,06:00
16.01.2019 06:10,1.8,0.0,16.01.2019,06:10
16.01.2019 06:20,1.6,0.0,16.01.2019,06:20
16.01.2019 06:30,1.8,0.0,16.01.2019,06:30
16.01.2019 06:40,1.6,0.0,16.01.2019,06:40
16.01.2019 06:50,1.9,0.0,16.01.2019,06:50
16.01.2019 07:00,1.4,0.0,16.01.2019,07:00
16.01.2019 07:10,1.5,0.0,16.01.2019,07:10
16.01.2019 07:20,1.9,0.0,16.01.2019,07:20
16.01.2019 07:30,2.5,0.0,16.01.2019,07:30
16.01.2019 07:40,2.2,0.0,16.01.2019,07:40
16.01.2019 07:50,2.6,0.0,16.01.2019,07:50
16.01.2019 08:00,2.3,0.0,16.01.2019,08:00
16.01.2019 08:10,2.7,0.0,16.01.2019,08:10
16.01.2019 08:20,2.8,0.0,16.01.2019,08:20
16.01.2019 08:30,2.9,0.0,16.01.2019,08:30
16.01.2019 08:40,3.1,0.0,16.01.2019,08:40
16.01.2019 08:50,3.7,0.0,16.01.2019,08:50
16.01.2019 09:00,4.6,0.0,16.01.2019,09:00
16.01.2019 09:10,4.9,0.0,16.01.2019,09:10
16.01.2019 09:20,4.8,0.0,16.01.2019,09:20
16.01.2019 09:30,4.8,0.0,16.01.2019,09:30
16.01.2019 09:40,4.9,0.0,16.01.2019,09:40
16.01.2019 09:50,5.3,0.0,16.01.2019,09:50
16.01.2019 10:00,6.1,0.0,16.01.2019,10:00
16.01.2019 10:10,6.5,0.0,16.01.2019,10:10
16.01.2019 10:20,6.3,0.0,16.01.2019,10:20
16.01.2019 10:30,6.5,0.0,16.01.2019,10:30
16.01.2019 10:40,7.1,0.0,16.01.2019,10:40
16.01.2019 10:50,7.3,0.0,16.01.2019,10:50
16.01.2019 11:00,7.8,0.0,16.01.2019,11:00
16.01.2019 11:10,7.6,0.0,16.01.2019,11:10
16.01.2019 11:20,8.4,0.0,16.01.2019,11:20
16.01.2019 11:30,8.6,0.0,16.01.2019,11:30
16.01.2019 11:40,8.6,0.0,16.01.2019,11:40
16.01.2019 11:50,9.4,0.0,16.01.2019,11:50
16.01.2019 12:00,9.1,0.0,16.01.2019,12:00
16.01.2019 12:10,9.8,0.0,16.01.2019,12:10
16.01.2019 12:20,9.3,0.0,16.01.2019,12:20
16.01.2019 12:30,10.6,0.0,16.01.2019,12:30
16.01.2019 12:40,10.2,0.0,16.01.2019,12:40
16.01.2019 12:50,8.3,0.0,16.01.2019,12:50
16.01.2019 13:00,8.1,0.0,16.01.2019,13:00
16.01.2019 13:10,7.9,0.0,16.01.2019,13:10
16.01.2019 13:20,8.0,0.0,16.01.2019,13:20
16.01.2019 13:30,7.9,0.0,16.01.2019,13:30
16.01.2019 13:40,7.8,0.0,16.01.2019,13:40
16.01.2019 13:50,7.9,0.0,16.01.2019,13:50
16.01.2019 14:00,7.8,0.0,16.01.2019,14:00
16.01.2019 14:10,7.8,0.0,16.01.2019,14:10
16.01.2019 14:20,7.8,0.0,16.01.2019,14:20
16.01.2019 14:30,7.7,0.0,16.01.2019,14:30
16.01.2019 14:40,7.9,0.0,16.01.2019,14:40
16.01.2019 14:50,7.8,0.0,16.01.2019,14:50
16.01.2019 15:00,7.9,0.0,16.01.2019,15:00
16.01.2019 15:10,7.8,0.0,16.01.2019,15:10
16.01.2019 15:20,7.8,0.0,16.01.2019,15:20
16.01.2019 15:30,7.7,0.0,16.01.2019,15:30
16.01.2019 15:40,7.8,0.0,16.01.2019,15:40
16.01.2019 15:50,7.7,0.0,16.01.2019,15:50
16.01.2019 16:00,7.8,0.0,16.01.2019,16:00
16.01.2019 16:10,8.3,0.0,16.01.2019,16:10
16.01.2019 16:20,8.7,0.0,16.01.2019,16:20
16.01.2019 16:30,8.4,0.0,16.01.2019,16:30
16.01.2019 16:40,9.0,0.0,16.01.2019,16:40
16.01.2019 16:50,8.2,0.0,16.01.2019,16:50
16.01.2019 17:00,7.7,0.0,16.01.2019,17:00
16.01.2019 17:10,7.6,0.0,16.01.2019,17:10
16.01.2019 17:20,8.0,0.0,16.01.2019,17:20
16.01.2019 17:30,7.7,0.0,16.01.2019,17:30
16.01.2019 17:40,7.6,0.0,16.01.2019,17:40
16.01.2019 17:50,7.6,0.0,16.01.2019,17:50
16.01.2019 18:00,7.8,0.0,16.01.2019,18:00
16.01.2019 18:10,7.7,0.0,16.01.2019,18:10
16.01.2019 18:20,7.8,0.0,16.01.2019,18:20
16.01.2019 18:30,8.1,0.0,16.01.2019,18:30
16.01.2019 18:40,7.6,0.0,16.01.2019,18:40
16.01.2019 18:50,8.1,0.0,16.01.2019,18:50
16.01.2019 19:00,7.1,0.0,16.01.2019,19:00
16.01.2019 19:10,7.2,0.0,16.01.2019,19:10
16.01.2019 19:20,6.4,0.1,16.01.2019,19:20
16.01.2019 19:30,7.1,0.0,16.01.2019,19:30
16.01.2019 19:40,7.0,0.0,16.01.2019,19:40
16.01.2019 19:50,7.2,0.0,16.01.2019,19:50
16.01.2019 20:00,7.4,0.0,16.01.2019,20:00
16.01.2019 20:10,7.1,0.0,16.01.2019,20:10
16.01.2019 20:20,7.2,0.0,16.01.2019,20:20
16.01.2019 20:30,7.0,0.0,16.01.2019,20:30
16.01.2019 20:40,7.3,0.0,16.01.2019,20:40
16.01.2019 20:50,7.1,0.0,16.01.2019,20:50
16.01.2019 21:00,7.1,0.0,16.01.2019,21:00
16.01.2019 21:10,6.3,0.0,16.01.2019,21:10
16.01.2019 21:20,6.6,0.0,16.01.2019,21:20
16.01.2019 21:30,6.1,0.0,16.01.2019,21:30
16.01.2019 21:40,6.6,0.0,16.01.2019,21:40
16.01.2019 21:50,6.7,0.0,16.01.2019,21:50
16.01.2019 22:00,6.8,0.0,16.01.2019,22:00
16.01.2019 22:10,6.7,0.0,16.01.2019,22:10
16.01.2019 22:20,7.0,0.0,16.01.2019,22:20
16.01.2019 22:30,6.7,0.0,16.01.2019,22:30
16.01.2019 22:40,6.8,0.0,16.01.2019,22:40
16.01.2019 22:50,6.8,0.0,16.01.2019,22:50
16.01.2019 23:00,6.6,0.0,16.01.2019,23:00
16.01.2019 23:10,6.6,0.0,16.01.2019,23:10
16.01.2019 23:20,6.7,0.0,16.01.2019,23:20
16.01.2019 23:30,6.6,0.0,16.01.2019,23:30
16.01.2019 23:40,6.4,0.0,16.01.2019,23:40
16.01.2019 23:50,6.4,0.0,16.01.2019,23:50
17.01.2019 00:00,6.4,0.0,17.01.2019,00:00
17.01.2019 00:10,6.3,0.0,17.01.2019,00:10
17.01.2019 00:20,6.3,0.0,17.01.2019,00:20
17.01.2019 00:30,6.4,0.0,17.01.2019,00:30
17.01.2019 00:40,6.6,0.0,17.01.2019,00:40
17.01.2019 00:50,6.4,0.0,17.01.2019,00:50
17.01.2019 01:00,6.2,0.1,17.01.2019,01:00
17.01.2019 01:10,6.3,0.0,17.01.2019,01:10
17.01.2019 01:20,6.0,0.0,17.01.2019,01:20
17.01.2019 01:30,5.9,0.0,17.01.2019,01:30
17.01.2019 01:40,6.2,0.0,17.01.2019,01:40
17.01.2019 01:50,6.3,0.0,17.01.2019,01:50
17.01.2019 02:00,6.4,0.0,17.01.2019,02:00
17.01.2019 02:10,6.3,0.0,17.01.2019,02:10
